"word","word_acc","stress_pattern","closure_pattern","closure","pos","feats","ending_st"
"освети","освети'","001","1","masc","V","V,пе=ед,пов,2-л,сов","ти'"
"страною","страно'ю","010","10","fem","S","S,жен,неод=твор,ед","о'ю"
"изберет","изберё'т","001","1","masc","V","V=непрош,ед,изъяв,3-л,сов","ё'т"
"годунова","годуно'ва","0010","10","fem","S","S,фам,жен,од=им,ед","о'ва"
"расправляет","расправля'ет","0010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,несов","я'ет"
"скучая","скуча'я","010","10","fem","V","V,несов,нп=непрош,деепр","а'я"
"разгоняя","разгоня'я","0010","10","fem","V","V=непрош,деепр,несов,пе","я'я"
"разлит","разли'т","01","1","masc","V","V=прош,ед,прич,кр,муж,сов,страд","и'т"
"губя","губя'","01","1","masc","V","V,несов,пе=непрош,деепр","бя'"
"льнет","льне'т","1","1","masc","V","V,несов,нп=непрош,ед,изъяв,3-л","е'т"
"соберутся","соберу'тся","0010","10","fem","V","V,нп=непрош,мн,изъяв,3-л,сов","у'тся"
"пощадить","пощади'ть","001","1","masc","V","V,сов,пе=инф","и'ть"
"сгубить","сгуби'ть","01","1","masc","V","V,сов,пе=инф","и'ть"
"парфениты","парфени'ты","0010","10","fem","S","S,муж,неод=(вин,мн|им,мн)","и'ты"
"гранаты","грана'ты","010","10","fem","S","S,жен,неод=(вин,мн|род,ед|им,мн)","а'ты"
"расписан","распи'сан","010","10","fem","V","V,пе=прош,ед,прич,кр,муж,сов,страд","и'сан"
"тамани","тамани'","001","1","masc","S","S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)","ни'"
"грознее","грозне'е","010","10","fem","A","A=срав","е'е"
"рыщут","ры'щут","10","10","fem","V","V,несов=непрош,мн,изъяв,3-л","ы'щут"
"ищут","и'щут","10","10","fem","V","V,несов,пе=непрош,мн,изъяв,3-л","и'щут"
"мирские","мирски'е","010","10","fem","A","A,полн=(им,мн|вин,мн,неод)","и'е"
"возвещая","возвеща'я","0010","10","fem","V","V=непрош,деепр,несов,пе","а'я"
"затихая","затиха'я","0010","10","fem","V","V,нп=непрош,деепр,несов","а'я"
"вскормлена","вско'рмлена","100","100","dactylic","V","V,пе=прош,ед,прич,кр,жен,сов,страд","о'рмлена"
"обнимая","обнима'я","0010","10","fem","V","V,пе=непрош,деепр,несов","а'я"
"оживлялись","оживля'лись","0010","10","fem","V","V,нп=прош,мн,изъяв,несов","я'лись"
"добегает","добега'ет","0010","10","fem","V","V,сов=непрош,ед,изъяв,3-л","а'ет"
"налетя","нале'тя","010","10","fem","V","V,сов,пе=прош,деепр","е'тя"
"тенисты","тени'сты","010","10","fem","A","A=мн,кр","и'сты"
"цветисты","цвети'сты","010","10","fem","A","A=мн,кр","и'сты"
"хоронил","хорони'л","001","1","masc","V","V,несов,пе=прош,ед,изъяв,муж","и'л"
"странных","стра'нных","10","10","fem","A","A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)","а'нных"
"населял","населя'л","001","1","masc","V","V,пе=прош,ед,изъяв,муж,несов","я'л"
"оплошал","оплоша'л","001","1","masc","V","V,сов,нп=прош,ед,изъяв,муж","а'л"
"беремя","бере'мя","010","10","fem","S","S,сред,неод=(вин,ед|им,ед)","е'мя"
"большого","большо'го","010","10","fem","A","A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред)","о'го"
"меньшого","меньшо'го","010","10","fem","A","A,полн=(вин,ед,муж,од|род,ед,муж|род,ед,сред)","о'го"
"посбил","посби'л","01","1","masc","V","V,сов,пе=прош,ед,изъяв,муж","и'л"
"геркулес","геркуле'с","001","1","masc","S","S,муж,неод=(вин,ед|им,ед)","е'с"
"огнисты","огни'сты","010","10","fem","A","A=мн,кр","и'сты"
"позлащает","позлаща'ет","0010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,несов","а'ет"
"струит","струи'т","01","1","masc","V","V,несов,пе=непрош,ед,изъяв,3-л","и'т"
"прервет","прервё'т","01","1","masc","V","V,пе=непрош,ед,изъяв,3-л,сов","ё'т"
"кляну","кляну'","01","1","masc","V","V,несов,пе=непрош,ед,изъяв,1-л","ну'"
"взгляну","взгляну'","01","1","masc","V","V,нп=непрош,ед,изъяв,1-л,сов","ну'"
"сольюсь","солью'сь","01","1","masc","V","V,нп=непрош,ед,изъяв,1-л,сов","ю'сь"
"отзовусь","отзову'сь","001","1","masc","V","V,нп=непрош,ед,изъяв,1-л,сов","у'сь"
"погружусь","погружу'сь","001","1","masc","V","V,нп=непрош,ед,изъяв,1-л,сов","у'сь"
"осмотрюсь","осмотрю'сь","001","1","masc","V","V,нп=непрош,ед,изъяв,1-л,сов","ю'сь"
"прощусь","прощу'сь","01","1","masc","V","V,нп=непрош,ед,изъяв,1-л,сов","у'сь"
"унесусь","унесу'сь","001","1","masc","V","V,нп=непрош,ед,изъяв,1-л,сов","у'сь"
"сойдусь","сойду'сь","01","1","masc","V","V,нп=непрош,ед,изъяв,1-л,сов","у'сь"
"илья","илья'","01","1","masc","S","S,имя,муж,од=им,ед","ья'"
"певала","пева'ла","010","10","fem","V","V,несов,пе=прош,ед,изъяв,жен","а'ла"
"срывала","срыва'ла","010","10","fem","V","V,несов,пе=прош,ед,изъяв,жен","а'ла"
"бывала","быва'ла","010","10","fem","V","V,несов,нп=прош,ед,изъяв,жен","а'ла"
"рдяну","рдя'ну","10","10","fem","S","S,имя,жен,од=вин,ед","я'ну"
"озираешь","озира'ешь","0010","10","fem","V","V,несов,пе=непрош,ед,изъяв,2-л","а'ешь"
"смял","смя'л","1","1","masc","V","V=прош,ед,изъяв,муж,сов","я'л"
"благотворя","благотворя'","0001","1","masc","V","V,несов,нп=непрош,деепр","ря'"
"разукрашает","разукраша'ет","00010","10","fem","V","V=непрош,ед,изъяв,3-л,несов,пе","а'ет"
"обнаженну","обнаже'нну","0010","10","fem","S","S,имя,жен,од=вин,ед","е'нну"
"неизменну","неизме'нну","0010","10","fem","S","S,имя,жен,од=вин,ед","е'нну"
"удастся","уда'стся","010","10","fem","V","V,нп=непрош,ед,изъяв,3-л,сов","а'стся"
"поклянется","поклянё'тся","0010","10","fem","V","V,сов,нп=непрош,ед,изъяв,3-л","ё'тся"
"алкею","алке'ю","010","10","fem","S","S,ед,жен,неод=вин","е'ю"
"одолевает","одолева'ет","00010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,несов","а'ет"
"маните","мани'те","010","10","fem","V","V,несов,пе=(непрош,мн,изъяв,2-л|мн,пов,2-л)","и'те"
"молчите","молчи'те","010","10","fem","V","V,несов,нп=(непрош,мн,изъяв,2-л|мн,пов,2-л)","и'те"
"простите","прости'те","010","10","fem","V","V=(непрош,мн,изъяв,2-л,сов|мн,пов,2-л,сов)","и'те"
"небоскате","небоска'те","0010","10","fem","S","S,муж,неод=пр,ед","а'те"
"лицемерит","лицеме'рит","0010","10","fem","V","V,несов,нп=непрош,ед,изъяв,3-л","е'рит"
"рассыпалися","рассыпа'лися","00100","100","dactylic","V","V,несов,нп=непрош,деепр","а'лися"
"разбивалися","разбива'лися","00100","100","dactylic","V","V,несов,нп=непрош,деепр","а'лися"
"расплескалася","расплеска'лася","00100","100","dactylic","S","S,имя,мж,од=им,ед","а'лася"
"взволновалася","взволнова'лася","00100","100","dactylic","S","S,имя,мж,од=им,ед","а'лася"
"сокрушалася","сокруша'лася","00100","100","dactylic","S","S,имя,мж,од=им,ед","а'лася"
"козу","козу'","01","1","masc","S","S,жен,од=вин,ед","зу'"
"славолюбивой","славолюби'вой","00010","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","и'вой"
"дало","дало'","01","1","masc","V","V,пе=прош,ед,изъяв,сред,сов","ло'"
"зажгло","зажгло'","01","1","masc","V","V=прош,ед,изъяв,сред,сов","ло'"
"казала","каза'ла","010","10","fem","V","V,несов,пе=прош,ед,изъяв,жен","а'ла"
"иглами","и'глами","100","10","fem","S","S,жен,неод=твор,мн","а'ми"
"завещала","завеща'ла","0010","10","fem","V","V,пе=(прош,ед,изъяв,жен,несов|прош,ед,изъяв,жен,сов)","а'ла"
"услыхала","услыха'ла","0010","10","fem","V","V,сов,пе=прош,ед,изъяв,жен","а'ла"
"остру","о'стру","10","10","fem","S","S,гео,муж,неод=дат,ед","о'стру"
"свинцову","свинцо'ву","010","10","fem","S","S,фам,муж,од=дат,ед","о'ву"
"лепоте","лепоте'","001","1","masc","S","S,ед,жен,неод=(пр|дат)","те'"
"трус","тру'с","1","1","masc","S","S,муж,од=им,ед","у'с"
"докажу","докажу'","001","1","masc","V","V=непрош,ед,изъяв,1-л,сов","жу'"
"положу","положу'","001","1","masc","V","V,пе=непрош,ед,изъяв,1-л,сов","жу'"
"примчались","примча'лись","010","10","fem","V","V,сов,нп=прош,мн,изъяв","а'лись"
"ворвались","ворвали'сь","001","1","masc","V","V,сов,нп=прош,мн,изъяв","и'сь"
"предводитель","предводи'тель","0010","10","fem","S","S,муж,од=им,ед","и'тель"
"ленивый","лени'вый","010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","и'вый"
"серпы","серпы'","01","1","masc","S","S,муж,неод=(вин,мн|им,мн)","пы'"
"бранит","брани'т","01","1","masc","V","V,несов,пе=непрош,ед,изъяв,3-л","и'т"
"уздой","уздо'й","01","1","masc","S","S,жен,неод=твор,ед","о'й"
"копьем","копьё'м","01","1","masc","S","S,сред,неод=твор,ед","ё'м"
