"word","word_acc","stress_pattern","closure_pattern","closure","ending_st"
"шатры","шатры'","01","1","masc","ры'"
"вождями","вождя'ми","010","10","fem","я'ми"
"круговою","кругово'ю","0010","10","fem","о'ю"
"очаровала","очарова'ла","00010","10","fem","а'ла"
"повинуюсь","повину'юсь","0010","10","fem","у'юсь"
"понтировать","понти'ровать","0100","100","dactylic","и'ровать"
"ногти","но'гти","10","10","fem","о'гти"
"невесты","неве'сты","010","10","fem","е'сты"
"рожей","ро'жей","10","10","fem","о'жей"
"расстанемся","расста'немся","0100","100","dactylic","а'немся"
"вспыхнуло","вспы'хнуло","100","100","dactylic","ы'хнуло"
"ежа","ежа'","01","1","masc","жа'"
"блестим","блести'м","01","1","masc","и'м"
"отцвели","отцвели'","001","1","masc","ли'"
"желтеть","желте'ть","01","1","masc","е'ть"
"изысканьи","изы'сканьи","0100","100","dactylic","ы'сканьи"
"сражаясь","сража'ясь","010","10","fem","а'ясь"
"горизонте","горизо'нте","0010","10","fem","о'нте"
"пуховом","пу'ховом","100","100","dactylic","у'ховом"
"похрапеть","похрапе'ть","001","1","masc","е'ть"
"домашни","дома'шни","010","10","fem","а'шни"
"прозванье","прозва'нье","010","10","fem","а'нье"
"посвящено","посвящено'","0001","1","masc","но'"
"привечу","приве'чу","010","10","fem","е'чу"
"присесть","присе'сть","01","1","masc","е'сть"
"заменим","заме'ним","010","10","fem","е'ним"
"увитый","уви'тый","010","10","fem","и'тый"
"чтеца","чтеца'","01","1","masc","ца'"
"огорчений","огорче'ний","0010","10","fem","е'ний"
"завялой","завя'лой","010","10","fem","я'лой"
"полезной","поле'зной","010","10","fem","е'зной"
"заходят","захо'дят","010","10","fem","о'дят"
"ручьев","ручьё'в","01'","01'","other","ё'в"
"позабытый","позабы'тый","0010","10","fem","ы'тый"
"питай","пита'й","01","1","masc","а'й"
"кедара","кеда'ра","010","10","fem","а'ра"
"польстить","польсти'ть","01","1","masc","и'ть"
"прикрывает","прикрыва'ет","0010","10","fem","а'ет"
"перводержавную","перводержа'вную","000100","100","dactylic","а'вную"
"воителей","вои'телей","0100","100","dactylic","и'телей"
"заступником","засту'пником","0100","100","dactylic","у'пником"
"опровергать","опроверга'ть","0001","1","masc","а'ть"
"ребяты","ребя'ты","010","10","fem","я'ты"
"неустрашимы","неустраши'мы","00010","10","fem","и'мы"
"вои","во'и","10","10","fem","о'и"
"пропотел","пропоте'л","001","1","masc","е'л"
"школе","шко'ле","10","10","fem","о'ле"
"связует","свя'зует","100","100","dactylic","я'зует"
"караульный","карау'льный","0010","10","fem","у'льный"
"преклоним","преклони'м","001","1","masc","и'м"
"педантства","педа'нтства","010","10","fem","а'нтства"
"чудесам","чудеса'м","001","1","masc","а'м"
"стадятся","ста'дятся","100","100","dactylic","а'дятся"
"столпом","столпо'м","01","1","masc","о'м"
"изумрудных","изумру'дных","0010","10","fem","у'дных"
"сливает","слива'ет","010","10","fem","а'ет"
"расположен","располо'жен","0010","10","fem","о'жен"
"волнуй","волну'й","01","1","masc","у'й"
"разлучая","разлуча'я","0010","10","fem","а'я"
"кстати","кста'ти","10","10","fem","а'ти"
"лазурных","лазу'рных","010","10","fem","у'рных"
"разберет","разберё'т","001'","001'","other","ё'т"
"усмирен","усмирё'н","001'","001'","other","ё'н"
"болтанья","болта'нья","010","10","fem","а'нья"
"взгромождено","взгромождено'","0001","1","masc","но'"
"кисей","кисе'й","01","1","masc","е'й"
"концы","концы'","01","1","masc","цы'"
"китая","кита'я","010","10","fem","а'я"
"стуке","сту'ке","10","10","fem","у'ке"
"усыпленном","усыплё'нном","001'0","001'0","other","ё'нном"
"оживляют","оживля'ют","0010","10","fem","я'ют"
"дымной","ды'мной","10","10","fem","ы'мной"
"звездистой","звезди'стой","010","10","fem","и'стой"
"дриад","дриа'д","01","1","masc","а'д"
"непросвещенной","непросвещё'нной","0001'0","0001'0","other","ё'нной"
"соревнованье","соревнова'нье","00010","10","fem","а'нье"
"грязных","гря'зных","10","10","fem","я'зных"
"вековых","вековы'х","001","1","masc","ы'х"
"тарантеллы","таранте'ллы","0010","10","fem","е'ллы"
"пестроту","пестроту'","001","1","masc","ту'"
"корсет","корсе'т","01","1","masc","е'т"
"ладзароне","ладзаро'не","0010","10","fem","о'не"
"надоедают","надоеда'ют","00010","10","fem","а'ют"
"мыслитель","мысли'тель","010","10","fem","и'тель"
"крутому","круто'му","010","10","fem","о'му"
"зубчатых","зубча'тых","010","10","fem","а'тых"
"приглашенный","приглашё'нный","001'0","001'0","other","ё'нный"
"загоралась","загора'лась","0010","10","fem","а'лась"
"плесканья","плеска'нья","010","10","fem","а'нья"
"вспоминал","вспомина'л","001","1","masc","а'л"
"королевы","короле'вы","0010","10","fem","е'вы"
"преданье","преда'нье","010","10","fem","а'нье"
"морским","морски'м","01","1","masc","и'м"
"бая","ба'я","10","10","fem","а'я"
"молодеет","молоде'ет","0010","10","fem","е'ет"
"одеваться","одева'ться","0010","10","fem","а'ться"
"нахалов","наха'лов","010","10","fem","а'лов"
"изливать","излива'ть","001","1","masc","а'ть"
"прикоснись","прикосни'сь","001","1","masc","и'сь"
"сольются","солью'тся","010","10","fem","ю'тся"
"благотворящий","благотворя'щий","00010","10","fem","я'щий"
"постигаем","постига'ем","0010","10","fem","а'ем"
"ободрялось","ободря'лось","0010","10","fem","я'лось"
"рака","ра'ка","10","10","fem","а'ка"
"небытия","небытия'","0001","1","masc","ия'"
"отдадут","отдаду'т","001","1","masc","у'т"
"гробе","гро'бе","10","10","fem","о'бе"
"сокрушеньем","сокруше'ньем","0010","10","fem","е'ньем"
"превознесенный","превознесё'нный","0001'0","0001'0","other","ё'нный"
"лечили","лечи'ли","010","10","fem","и'ли"
"отказались","отказа'лись","0010","10","fem","а'лись"
"вбить","вби'ть","1","1","masc","и'ть"
"финансов","фина'нсов","010","10","fem","а'нсов"
"досугов","досу'гов","010","10","fem","у'гов"
"полянами","поля'нами","0100","100","dactylic","я'нами"
"расстилал","расстила'л","001","1","masc","а'л"
"благодатное","благода'тное","00100","100","dactylic","а'тное"
"моления","моле'ния","0100","100","dactylic","е'ния"
"звездистыми","звезди'стыми","0100","100","dactylic","и'стыми"
"безмятежная","безмяте'жная","00100","100","dactylic","е'жная"
