"","text_id","A_ID","author_text","author_sign","text_title","text_subtitle","first_line","year","path_text","source_text","COL_ID","corpus"
"2863","C_192__14","A_63","Вердеревский А.","Вердеревский А.","М.О. Вальд-д","","..................Как быть!...","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__14.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 39-41","COL_64","col"
"2864","C_192__15","A_63","Вердеревский А.","Вердеревский А.","Мой идеал","","Не веселым лепетаньем,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__15.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 42-43","COL_64","col"
"2865","C_192__16","A_63","Вердеревский А.","Вердеревский А.","В день ангела сестры моей В.Н. Готовицкой","","Нет у меня богатств, сокровищ тленных,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__16.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 44-45","COL_64","col"
"2866","C_192__17","A_63","Вердеревский А.","Вердеревский А.","Челнок","","Вечер; розовой зарею","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__17.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 46-47","COL_64","col"
"2867","C_192__18","A_63","Вердеревский А.","Вердеревский А.","Предчувствие","","Не долго тяжкой жизни бремя","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__18.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 50-52","COL_64","col"
"2868","C_192__19","A_63","Вердеревский А.","Вердеревский А.","Казачка","","Кто вечернею порою","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__19.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 53-54","COL_64","col"
"2869","C_192__20","A_63","Вердеревский А.","Вердеревский А.","Безутешная скорбь","","Мой друг, прости! С потухших глаз","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__20.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 55-56","COL_64","col"
"2870","C_192__21","A_63","Вердеревский А.","Вердеревский А.","Две думы","","Ах ты ночь моя, ноченька,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__21.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 57-60","COL_64","col"
"2871","C_192__22","A_63","Вердеревский А.","Вердеревский А.",".............ой","","Как жадно ждет от вас бывалого привета","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__22.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 61","COL_64","col"
"2872","C_192__23","A_63","Вердеревский А.","Вердеревский А.","Скорбь поэта","","Я много в жизни испытал!","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__23.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 62-64","COL_64","col"
"2873","C_194__1","A-18","В. Бенедиктов","Владиславлев","Мечтание","","","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_194__1.txt","Владиславлев В.А. Утренняя заря Альманах Владиславлева на 1839 год. 1-й год. СПб.: Фишера, 1838. C. 25-27","COL_66","col"
"2874","C_194__2","A-202","В-ра М-ва","Владиславлев","На смерть Софьи Дмитриевны Болговской","","Долину страданий и слез покидая,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_194__2.txt","Владиславлев В.А. Утренняя заря Альманах Владиславлева на 1839 год. 1-й год. СПб.: Фишера, 1838. C. 28-31","COL_66","col"
"2875","C_194__3","A-7","А. Кольцов","Владиславлев","Кольцо ","Русская песня","Я затепло свечу","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_194__3.txt","Владиславлев В.А. Утренняя заря Альманах Владиславлева на 1839 год. 1-й год. СПб.: Фишера, 1838. C. 32-33","COL_66","col"
"2876","C_194__4","A-159","Эдуард Губер","Владиславлев","Красавица","","Когда с улыбкою отрадной","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_194__4.txt","Владиславлев В.А. Утренняя заря Альманах Владиславлева на 1839 год. 1-й год. СПб.: Фишера, 1838. C. 49-50","COL_66","col"
"2877","C_194__5","A-113","Иван Козлов","Владиславлев","Идиллия ","Из Андрея Шенье","Стремятся не ко мне с любовью и хвалами,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_194__5.txt","Владиславлев В.А. Утренняя заря Альманах Владиславлева на 1839 год. 1-й год. СПб.: Фишера, 1838. C. 51","COL_66","col"
"2878","C_194__6","","Ш.","Владиславлев","Нищий","","Я один; кругом чужие...","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_194__6.txt","Владиславлев В.А. Утренняя заря Альманах Владиславлева на 1839 год. 1-й год. СПб.: Фишера, 1838. C. 52-53","COL_66","col"
"2879","C_194__7","","Кн. Э. Мещерский","Владиславлев","Поэзия","","Друзья! поэзии там нет, где ум тщедушный","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_194__7.txt","Владиславлев В.А. Утренняя заря Альманах Владиславлева на 1839 год. 1-й год. СПб.: Фишера, 1838. C. 67-69","COL_66","col"
"2880","C_194__8","A-113","Иван Козлов","Владиславлев","Стансы","","Вчера я, мраком окруженный,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_194__8.txt","Владиславлев В.А. Утренняя заря Альманах Владиславлева на 1839 год. 1-й год. СПб.: Фишера, 1838. C. 70-71","COL_66","col"
